policy,bw_mbit,obj_label,client,obj_bytes,rtt_nominal_ms,n_conn,n_iterations,fct_ms_mean,fct_ms_median,fct_ms_std,fct_ms_p95,goodput_mbps_mean,goodput_mbps_median,goodput_mbps_std,goodput_mbps_p95,trasferimento_ms_mean,trasferimento_ms_median,trasferimento_ms_std,trasferimento_ms_p95,retrans_mean,retrans_median,retrans_std,retrans_p95,srtt_ms_mean,srtt_ms_median,srtt_ms_std,srtt_ms_p95,iw_applied_mean,iw_applied_median,iw_applied_std,iw_applied_p95,max_cwnd_mean,max_cwnd_median,max_cwnd_std,max_cwnd_p95,retrans_flow_pct,penalties_total,fct_ms_median_iter_mean,fct_ms_median_iter_std,goodput_mbps_median_iter_mean,goodput_mbps_median_iter_std,trasferimento_ms_median_iter_mean,trasferimento_ms_median_iter_std,retrans_median_iter_mean,retrans_median_iter_std,srtt_ms_median_iter_mean,srtt_ms_median_iter_std,iw_applied_median_iter_mean,iw_applied_median_iter_std,max_cwnd_median_iter_mean,max_cwnd_median_iter_std,retrans_flow_pct_iter_mean,retrans_flow_pct_iter_std
ewma,20,10K,h2,10240,6.0,150,10,17.257,17.254,0.2311,17.5923,4.7479,4.7479,0.063,4.8319,10.6622,10.6585,0.2142,10.9318,0.0,0.0,0.0,0.0,7.234,7.2195,0.0761,7.3612,10.0,10.0,0.0,10.0,18.0,18.0,0.0,18.0,0.0,0,17.2658,0.0528,4.7447,0.0145,10.6525,0.0453,0.0,0.0,7.2219,0.0265,10.0,0.0,18.0,0.0,0.0,0.0
ewma,20,10K,h3,10240,22.0,150,10,58.1358,58.5685,2.7607,62.0291,1.4124,1.3987,0.0692,1.5517,31.2105,31.705,1.787,33.2569,0.0,0.0,0.0,0.0,26.6772,26.6265,1.13,28.4181,10.0,10.0,0.0,10.0,18.0,18.0,0.0,18.0,0.0,0,58.6221,0.7733,1.3976,0.0184,31.6785,0.2037,0.0,0.0,26.6102,0.2211,10.0,0.0,18.0,0.0,0.0,0.0
ewma,20,10K,h4,10240,52.0,150,10,129.5113,130.0835,6.3249,139.0782,0.6341,0.6298,0.0315,0.6897,65.7664,65.8465,4.47,72.7056,0.0,0.0,0.0,0.0,62.0736,62.324,3.5637,67.4566,10.0,10.0,0.0,10.0,18.0,18.0,0.0,18.0,0.0,0,129.4,3.3156,0.6334,0.0161,66.1026,1.6212,0.0,0.0,62.0951,1.3616,10.0,0.0,18.0,0.0,0.0,0.0
lossaware,20,10K,h2,10240,6.0,150,10,17.2634,17.241,0.2287,17.595,4.7461,4.7515,0.0617,4.8341,10.6615,10.666,0.217,10.9256,0.0,0.0,0.0,0.0,7.2451,7.24,0.0764,7.3706,10.0,10.0,0.0,10.0,18.0,18.0,0.0,18.0,0.0,0,17.2502,0.0442,4.749,0.0121,10.6533,0.0477,0.0,0.0,7.239,0.0146,10.0,0.0,18.0,0.0,0.0,0.0
lossaware,20,10K,h3,10240,22.0,150,10,58.6446,59.0615,2.2217,61.6247,1.3989,1.387,0.0547,1.4959,31.3968,31.749,1.6499,33.365,0.0,0.0,0.0,0.0,26.7653,26.628,1.0399,28.4789,10.0,10.0,0.0,10.0,18.0,18.0,0.0,18.0,0.0,0,58.7649,0.9825,1.3944,0.0233,31.6996,0.2486,0.0,0.0,26.6497,0.3563,10.0,0.0,18.0,0.0,0.0,0.0
lossaware,20,10K,h4,10240,52.0,150,10,128.7157,129.46,5.4774,136.2077,0.6376,0.6328,0.028,0.6919,65.0479,65.4075,4.0768,71.8206,0.0,0.0,0.0,0.0,61.304,61.3895,3.1267,66.1604,10.0,10.0,0.0,10.0,18.0,18.0,0.0,18.0,0.0,0,129.6453,1.57,0.632,0.0076,65.5683,0.9893,0.0,0.0,61.3404,1.6554,10.0,0.0,18.0,0.0,0.0,0.0
lossaware-disc,20,10K,h2,10240,6.0,150,10,17.2609,17.2365,0.23,17.6717,4.7468,4.7527,0.0626,4.8322,10.6507,10.634,0.2149,10.9876,0.0,0.0,0.0,0.0,7.2455,7.2355,0.078,7.3811,10.0,10.0,0.0,10.0,18.0,18.0,0.0,18.0,0.0,0,17.214,0.0495,4.759,0.0137,10.6506,0.0662,0.0,0.0,7.2321,0.03,10.0,0.0,18.0,0.0,0.0,0.0
lossaware-disc,20,10K,h3,10240,22.0,150,10,57.9699,58.405,2.4194,61.2371,1.4157,1.4026,0.0613,1.523,31.2409,31.6855,1.7283,33.3132,0.0,0.0,0.0,0.0,26.5779,26.482,1.0765,28.4134,10.0,10.0,0.0,10.0,18.0,18.0,0.0,18.0,0.0,0,58.5487,0.4009,1.3992,0.0096,31.6202,0.2467,0.0,0.0,26.587,0.313,10.0,0.0,18.0,0.0,0.0,0.0
lossaware-disc,20,10K,h4,10240,52.0,150,10,128.6784,128.7415,5.4165,137.68,0.6378,0.6363,0.0271,0.6761,64.8334,64.5365,3.9251,71.5751,0.0,0.0,0.0,0.0,61.7217,61.5335,3.136,66.4267,10.0,10.0,0.0,10.0,18.0,18.0,0.0,18.0,0.0,0,128.475,2.521,0.6379,0.0125,64.9531,1.8228,0.0,0.0,61.5678,0.9104,10.0,0.0,18.0,0.0,0.0,0.0
metrics,20,10K,h2,10240,6.0,150,10,17.2537,17.203,0.3081,17.7314,4.7494,4.762,0.0823,4.8595,10.6621,10.6215,0.2637,11.1152,0.0,0.0,0.0,0.0,7.2527,7.2285,0.1013,7.43,10.0,10.0,0.0,10.0,18.0,18.0,0.0,18.0,0.0,0,17.2012,0.0976,4.7626,0.0273,10.6126,0.0745,0.0,0.0,7.2314,0.0292,10.0,0.0,18.0,0.0,0.0,0.0
metrics,20,10K,h3,10240,22.0,150,10,57.4279,57.851,2.7071,61.1433,1.4297,1.4161,0.0694,1.547,30.7556,31.3805,1.809,33.048,0.0,0.0,0.0,0.0,26.2536,26.277,1.0369,28.1576,10.0,10.0,0.0,10.0,18.0,18.0,0.0,18.0,0.0,0,57.6496,1.4519,1.4218,0.0369,31.3487,0.8829,0.0,0.0,26.1269,0.4954,10.0,0.0,18.0,0.0,0.0,0.0
metrics,20,10K,h4,10240,52.0,150,10,127.7768,128.1855,6.6163,138.3576,0.6428,0.6391,0.0337,0.7002,64.7597,65.1205,4.291,72.4075,0.0,0.0,0.0,0.0,61.1696,61.2175,3.7139,67.3603,10.0,10.0,0.0,10.0,18.0067,18.0,0.0816,18.0,0.0,0,127.786,3.38,0.6415,0.0177,65.1356,1.9842,0.0,0.0,61.2707,2.1319,10.0,0.0,18.0,0.0,0.0,0.0
static10,20,10K,h2,10240,6.0,150,10,17.2532,17.2115,0.2801,17.6657,4.7493,4.7596,0.0762,4.8589,10.6495,10.628,0.2478,11.0073,0.0,0.0,0.0,0.0,7.2453,7.2335,0.0919,7.3821,10.0,10.0,0.0,10.0,18.0,18.0,0.0,18.0,0.0,0,17.2032,0.0931,4.762,0.0259,10.6399,0.0755,0.0,0.0,7.232,0.0359,10.0,0.0,18.0,0.0,0.0,0.0
static10,20,10K,h3,10240,22.0,150,10,57.6455,58.317,3.0025,61.4712,1.4251,1.4047,0.0767,1.5696,30.9265,31.5625,1.893,33.0901,0.0,0.0,0.0,0.0,26.466,26.472,1.2562,28.4421,10.0,10.0,0.0,10.0,18.0,18.0,0.0,18.0,0.0,0,58.1127,1.5974,1.4107,0.0404,31.3729,0.8372,0.0,0.0,26.3615,0.6398,10.0,0.0,18.0,0.0,0.0,0.0
static10,20,10K,h4,10240,52.0,150,10,128.1786,127.574,6.6257,138.142,0.6408,0.6421,0.0333,0.6968,64.4607,64.645,4.4426,72.226,0.0,0.0,0.0,0.0,61.2156,61.4155,3.7737,67.2828,10.0,10.0,0.0,10.0,18.0,18.0,0.0,18.0,0.0,0,127.903,4.0912,0.6411,0.021,64.778,1.9215,0.0,0.0,61.2196,2.1564,10.0,0.0,18.0,0.0,0.0,0.0
statichigh,20,10K,h2,10240,6.0,150,10,17.213,17.182,0.3121,17.7332,4.7607,4.7678,0.0844,4.8838,10.6463,10.612,0.2546,11.0337,0.0,0.0,0.0,0.0,7.6823,7.6725,0.0726,7.813,24.0,24.0,0.0,24.0,24.0,24.0,0.0,24.0,0.0,0,17.1855,0.1215,4.767,0.034,10.6263,0.0876,0.0,0.0,7.6662,0.0239,24.0,0.0,24.0,0.0,0.0,0.0
statichigh,20,10K,h3,10240,22.0,150,10,57.4863,57.6735,2.6848,61.2761,1.4282,1.4204,0.0688,1.5257,30.8411,31.346,1.97,33.3505,0.0,0.0,0.0,0.0,26.4306,26.407,1.2096,28.313,24.0,24.0,0.0,24.0,24.0,24.0,0.0,24.0,0.0,0,57.7417,1.4931,1.4196,0.0382,31.2739,0.8089,0.0,0.0,26.4016,0.7624,24.0,0.0,24.0,0.0,0.0,0.0
statichigh,20,10K,h4,10240,52.0,150,10,128.1854,129.3265,6.4558,137.2541,0.6407,0.6334,0.0331,0.7002,64.9947,65.1585,4.4363,72.5275,0.0,0.0,0.0,0.0,61.4543,61.611,3.483,66.6979,24.0,24.0,0.0,24.0,24.0,24.0,0.0,24.0,0.0,0,128.42,3.4871,0.6384,0.0182,65.0543,2.0454,0.0,0.0,61.3029,1.9511,24.0,0.0,24.0,0.0,0.0,0.0
ewma,20,10M,h2,10485760,6.0,150,10,4399.8216,4396.909,15.8672,4415.4626,19.066,19.0784,0.0673,19.0906,4393.1213,4390.2865,15.8136,4408.836,2.0267,2.0,1.8894,6.0,10.2356,10.14,0.3017,10.8125,32.74,35.0,6.4511,36.0,35.9267,36.0,2.9699,42.0,70.667,0,4397.4043,1.5443,19.0763,0.0067,4390.7095,1.4953,2.0,0.0,10.1355,0.0267,35.3,0.6749,35.5,0.8498,70.667,3.443
ewma,20,10M,h3,10485760,22.0,150,10,4440.0786,4437.9085,12.1845,4469.3701,18.8931,18.9022,0.0515,18.9394,4413.1753,4410.784,11.7928,4441.6964,0.0,0.0,0.0,0.0,26.6082,26.7405,0.4874,27.139,82.6667,91.0,23.4554,102.55,97.2,102.0,11.869,106.0,0.0,0,4437.9187,1.491,18.9021,0.0063,4411.0413,1.0612,0.0,0.0,26.7521,0.049,91.3,0.6749,102.1,0.3162,0.0,0.0
ewma,20,10M,h4,10485760,52.0,150,10,4561.969,4553.352,31.6906,4650.8539,18.389,18.4229,0.1252,18.4632,4497.7095,4488.6785,31.6113,4582.5543,0.0,0.0,0.0,0.0,55.558,55.57,0.1716,55.6632,103.3333,110.0,25.0279,110.0,125.1667,124.0,4.6407,127.0,0.0,0,4553.3523,1.1721,18.4229,0.0047,4489.2052,1.6942,0.0,0.0,55.5606,0.0337,110.0,0.0,124.8,1.0328,0.0,0.0
lossaware,20,10M,h2,10485760,6.0,150,10,4399.4583,4397.027,12.5299,4417.0294,19.0675,19.0779,0.0534,19.0881,4392.7568,4390.3915,12.5009,4410.2697,0.26,0.0,0.6699,2.0,10.2879,10.167,0.3609,10.9907,24.84,26.0,6.9967,34.0,33.2733,34.0,4.9411,40.55,13.333,141,4396.9869,0.6348,19.0781,0.0028,4390.322,0.6666,0.0,0.0,10.1717,0.0358,26.2,2.0976,33.7,1.1595,13.333,0.0
lossaware,20,10M,h3,10485760,22.0,150,10,4440.2512,4437.6095,11.672,4470.6118,18.8923,18.9034,0.0494,18.9301,4413.166,4410.704,11.3788,4442.1154,0.0,0.0,0.0,0.0,26.6365,26.7715,0.4923,27.152,82.54,91.0,23.4734,103.0,97.3,102.0,12.0596,107.0,0.0,0,4437.8577,1.287,18.9024,0.0055,4410.7133,0.9155,0.0,0.0,26.7773,0.0292,91.0,0.4714,102.1,0.3162,0.0,0.0
lossaware,20,10M,h4,10485760,52.0,150,10,4563.3471,4552.211,58.4779,4650.2008,18.3853,18.4275,0.2126,18.4713,4498.8814,4487.766,58.3082,4582.8654,0.0,0.0,0.0,0.0,55.5223,55.538,0.1832,55.6508,103.2067,110.0,25.0169,110.0,125.1067,124.0,6.6131,127.0,0.0,0,4552.5703,2.3305,18.4261,0.0094,4488.3562,1.6699,0.0,0.0,55.5373,0.0466,110.0,0.0,124.8,1.0328,0.0,0.0
lossaware-disc,20,10M,h2,10485760,6.0,150,10,4398.5015,4396.988,6.9037,4406.4214,19.0716,19.0781,0.0298,19.083,4391.804,4390.2285,6.8866,4399.6942,0.28,0.0,0.7953,2.0,10.3001,10.166,0.3926,11.0151,25.0667,27.0,7.067,34.0,33.4467,34.0,4.9677,40.55,13.333,141,4397.2862,0.9542,19.0768,0.0041,4390.5276,0.9879,0.0,0.0,10.1623,0.0301,26.3,1.767,34.2,1.1353,13.333,0.0
lossaware-disc,20,10M,h3,10485760,22.0,150,10,4440.2965,4438.2135,11.9384,4469.7115,18.8921,18.9009,0.0504,18.9269,4413.1988,4410.6185,11.8452,4441.7262,0.0,0.0,0.0,0.0,26.6132,26.7275,0.5062,27.1119,82.4533,91.0,23.3381,102.0,97.0333,102.0,11.8335,106.0,0.0,0,4438.1231,0.9128,18.9013,0.0039,4411.0499,0.9945,0.0,0.0,26.7308,0.0371,90.8,0.4216,102.0,0.0,0.0,0.0
lossaware-disc,20,10M,h4,10485760,52.0,150,10,4565.8717,4552.751,73.1329,4641.655,18.3766,18.4254,0.2638,18.4656,4501.9384,4488.994,73.6151,4582.4648,0.0,0.0,0.0,0.0,55.506,55.531,0.1384,55.6435,103.0733,110.0,25.0087,110.0,124.5933,124.0,5.0912,127.0,0.0,0,4552.5405,1.6606,18.4262,0.0067,4488.6787,1.7116,0.0,0.0,55.5212,0.0434,110.0,0.0,124.4,0.8433,0.0,0.0
metrics,20,10M,h2,10485760,6.0,150,10,4401.5648,4397.996,27.3634,4409.2889,19.0589,19.0737,0.1112,19.082,4394.8476,4391.193,27.3427,4402.4162,0.0067,0.0,0.0816,0.0,10.0151,10.0265,0.1678,10.2368,10.0,10.0,0.0,10.0,28.3667,29.0,0.9791,29.0,0.667,0,4398.1653,0.8139,19.073,0.0035,4391.3889,0.8913,0.0,0.0,10.0338,0.0533,10.0,0.0,28.6,0.5164,0.667,2.108
metrics,20,10M,h3,10485760,22.0,150,10,4471.3599,4470.894,8.6906,4479.3592,18.7608,18.7627,0.0363,18.7989,4444.1862,4443.8045,8.3989,4450.705,0.0,0.0,0.0,0.0,25.1037,25.1205,0.0855,25.229,10.0,10.0,0.0,10.0,61.06,61.0,1.2109,62.0,0.0,0,4470.7287,1.2786,18.7634,0.0054,4443.7167,1.4031,0.0,0.0,25.1185,0.0337,10.0,0.0,61.0,0.0,0.0,0.0
metrics,20,10M,h4,10485760,52.0,150,10,4728.9777,4653.745,186.8072,5176.7534,17.7643,18.0255,0.6509,18.0966,4664.2486,4589.1595,186.6897,5112.8873,0.0,0.0,0.0,0.0,55.4396,55.3895,0.2966,55.6711,10.0,10.0,0.0,10.0,124.2667,127.0,15.0537,128.0,0.0,0,4654.8895,3.6089,18.0211,0.014,4588.0292,3.0074,0.0,0.0,55.3783,0.0472,10.0,0.0,127.0,0.0,0.0,0.0
static10,20,10M,h2,10485760,6.0,150,10,4398.0843,4397.906,6.1309,4404.4796,19.0734,19.0741,0.0267,19.097,4391.3998,4391.209,6.097,4397.8056,0.0,0.0,0.0,0.0,9.999,10.015,0.1833,10.2237,10.0,10.0,0.0,10.0,28.28,28.0,1.0435,29.0,0.0,0,4398.1444,0.6444,19.0731,0.0028,4391.4439,0.63,0.0,0.0,10.0153,0.0728,10.0,0.0,28.5,0.527,0.0,0.0
static10,20,10M,h3,10485760,22.0,150,10,4471.9649,4470.346,12.254,4482.14,18.7584,18.765,0.0506,18.7983,4444.8598,4443.2695,12.1179,4454.0548,0.0,0.0,0.0,0.0,25.0919,25.087,0.0889,25.2293,10.0,10.0,0.0,10.0,61.1333,61.0,0.3411,62.0,0.0,0,4471.2257,3.4383,18.7613,0.0144,4443.6148,2.9426,0.0,0.0,25.096,0.042,10.0,0.0,61.0,0.0,0.0,0.0
static10,20,10M,h4,10485760,52.0,150,10,4710.2627,4652.538,166.7805,5168.1417,17.8297,18.0302,0.5818,18.1211,4646.6625,4587.877,166.5452,5105.1992,0.0,0.0,0.0,0.0,55.4344,55.4035,0.3,55.6564,10.0,10.0,0.0,10.0,126.2133,127.0,16.373,128.0,0.0,0,4651.1719,7.9513,18.0355,0.0309,4588.0505,6.4904,0.0,0.0,55.4,0.0774,10.0,0.0,127.1,0.3162,0.0,0.0
statichigh,20,10M,h2,10485760,6.0,150,10,4398.0407,4396.9975,5.7587,4404.378,19.0735,19.078,0.0249,19.0891,4391.356,4390.3,5.7307,4397.3736,0.0,0.0,0.0,0.0,10.0732,10.0935,0.1088,10.1586,24.0,24.0,0.0,24.0,33.4467,33.0,0.5121,34.0,0.0,0,4397.3808,0.8567,19.0764,0.0037,4390.6669,0.923,0.0,0.0,10.0886,0.0459,24.0,0.0,33.4,0.5164,0.0,0.0
statichigh,20,10M,h3,10485760,22.0,150,10,4445.2606,4445.3215,6.5821,4454.7488,18.8709,18.8706,0.028,18.8929,4418.281,4418.6425,6.4998,4426.5004,0.0,0.0,0.0,0.0,25.2252,25.208,0.1836,25.3406,24.0,24.0,0.0,24.0,47.6867,47.0,5.5577,47.0,0.0,0,4445.2441,1.4761,18.871,0.0063,4418.4749,0.8296,0.0,0.0,25.2095,0.0391,24.0,0.0,47.0,0.0,0.0,0.0
statichigh,20,10M,h4,10485760,52.0,150,10,4579.6732,4578.3375,14.2524,4595.3532,18.3172,18.3224,0.0564,18.3806,4515.9039,4514.6485,13.3482,4529.7246,0.0,0.0,0.0,0.0,55.7861,55.634,0.4246,56.3826,24.0,24.0,0.0,24.0,141.2467,141.0,6.3245,142.0,0.0,0,4578.8077,4.2913,18.3205,0.0172,4514.4944,2.7038,0.0,0.0,55.691,0.2663,24.0,0.0,141.2,0.4216,0.0,0.0
ewma,20,1K,h2,1024,6.0,150,10,13.5747,13.351,0.5497,14.4869,0.6044,0.6136,0.0229,0.6269,6.9564,6.759,0.4828,7.8731,0.0,0.0,0.0,0.0,6.4923,6.4355,0.2319,6.8648,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0,13.4444,0.2742,0.6095,0.0121,6.8714,0.3102,0.0,0.0,6.4514,0.0807,10.0,0.0,10.0,0.0,0.0,0.0
ewma,20,1K,h3,1024,22.0,150,10,56.5764,56.7075,3.1001,61.6109,0.1452,0.1445,0.0081,0.1599,29.7944,29.741,2.4349,33.2293,0.0,0.0,0.0,0.0,29.2221,29.5005,1.8131,31.5738,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0,56.6434,0.8983,0.1447,0.0023,29.6899,0.9106,0.0,0.0,29.5658,0.5363,10.0,0.0,10.0,0.0,0.0,0.0
ewma,20,1K,h4,1024,52.0,150,10,128.3598,127.6905,6.5912,139.668,0.064,0.0642,0.0033,0.0695,64.2834,64.1735,5.147,72.5908,0.0,0.0,0.0,0.0,63.1397,63.134,3.9819,69.4214,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0,127.2816,2.7531,0.0644,0.0014,64.303,1.5939,0.0,0.0,62.8171,1.5028,10.0,0.0,10.0,0.0,0.0,0.0
lossaware,20,1K,h2,1024,6.0,150,10,13.4476,13.2865,0.4824,14.4585,0.6099,0.6166,0.0205,0.6295,6.8273,6.7045,0.4613,7.8313,0.0,0.0,0.0,0.0,6.4654,6.415,0.1807,6.7904,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0,13.2857,0.0571,0.6166,0.0026,6.6932,0.0652,0.0,0.0,6.4155,0.0474,10.0,0.0,10.0,0.0,0.0,0.0
lossaware,20,1K,h3,1024,22.0,150,10,56.5663,56.684,2.9441,61.6198,0.1452,0.1445,0.0076,0.1587,29.6725,29.6215,2.5526,33.2094,0.0,0.0,0.0,0.0,29.353,29.794,1.6893,31.3811,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0,56.4519,0.6884,0.1451,0.0018,29.5818,0.658,0.0,0.0,29.7003,0.53,10.0,0.0,10.0,0.0,0.0,0.0
lossaware,20,1K,h4,1024,52.0,150,10,128.9245,128.9575,6.4515,139.3446,0.0637,0.0635,0.0032,0.0691,64.63,64.2605,4.9563,72.625,0.0,0.0,0.0,0.0,63.5289,63.626,3.9338,70.3275,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0,128.6731,1.7024,0.0637,0.0008,64.2624,0.8336,0.0,0.0,63.4962,1.2301,10.0,0.0,10.0,0.0,0.0,0.0
lossaware-disc,20,1K,h2,1024,6.0,150,10,13.5295,13.3785,0.5074,14.451,0.6063,0.6123,0.0218,0.6312,6.9191,6.754,0.4582,7.7645,0.0,0.0,0.0,0.0,6.4904,6.423,0.2222,6.9683,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0,13.3694,0.1053,0.6128,0.0048,6.7636,0.0796,0.0,0.0,6.4366,0.0808,10.0,0.0,10.0,0.0,0.0,0.0
lossaware-disc,20,1K,h3,1024,22.0,150,10,56.3681,56.361,3.1052,61.4612,0.1458,0.1453,0.0082,0.1607,29.5399,29.5465,2.5004,33.2114,0.0,0.0,0.0,0.0,29.1413,29.5185,1.8395,31.4429,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0,56.7303,0.8369,0.1444,0.0021,29.5249,0.9378,0.0,0.0,29.4365,0.5318,10.0,0.0,10.0,0.0,0.0,0.0
lossaware-disc,20,1K,h4,1024,52.0,150,10,129.9395,130.3665,6.4423,139.9601,0.0632,0.0628,0.0032,0.0692,65.0656,65.134,4.9835,72.5924,0.0,0.0,0.0,0.0,64.3208,64.838,3.991,70.2005,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0,130.3093,1.2144,0.0629,0.0006,64.966,0.8706,0.0,0.0,64.7048,0.7882,10.0,0.0,10.0,0.0,0.0,0.0
metrics,20,1K,h2,1024,6.0,150,10,13.6163,13.421,0.6467,14.9002,0.6029,0.6104,0.0269,0.6335,6.9945,6.796,0.5442,8.1188,0.0,0.0,0.0,0.0,6.5231,6.449,0.2605,7.1231,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0,13.4974,0.2787,0.6072,0.0123,6.8515,0.2162,0.0,0.0,6.4673,0.0684,10.0,0.0,10.0,0.0,0.0,0.0
metrics,20,1K,h3,1024,22.0,150,10,55.894,56.0365,3.3025,60.8881,0.1471,0.1462,0.0088,0.1614,29.3089,29.3025,2.562,33.0498,0.0,0.0,0.0,0.0,28.7588,28.9075,1.8668,31.3752,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0,56.158,2.0087,0.146,0.0054,29.2227,1.4185,0.0,0.0,29.0351,1.0469,10.0,0.0,10.0,0.0,0.0,0.0
metrics,20,1K,h4,1024,52.0,150,10,127.6506,127.3995,7.3649,139.8,0.0644,0.0643,0.0038,0.0704,64.1701,64.5235,5.4423,72.5852,0.0,0.0,0.0,0.0,63.0352,63.1965,4.0991,69.6183,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0,127.8467,4.7006,0.0642,0.0024,63.9892,2.8074,0.0,0.0,62.9664,1.9685,10.0,0.0,10.0,0.0,0.0,0.0
static10,20,1K,h2,1024,6.0,150,10,13.457,13.3325,0.4588,14.3258,0.6094,0.6144,0.0201,0.6326,6.862,6.716,0.4287,7.6508,0.0,0.0,0.0,0.0,6.4651,6.4125,0.1924,6.7609,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0,13.3371,0.0899,0.6143,0.0042,6.7199,0.0719,0.0,0.0,6.4145,0.0285,10.0,0.0,10.0,0.0,0.0,0.0
static10,20,1K,h3,1024,22.0,150,10,56.2166,56.794,3.6135,61.9276,0.1463,0.1442,0.0097,0.1629,29.5176,29.378,2.6017,33.1922,0.0,0.0,0.0,0.0,28.9604,29.346,2.0645,31.5716,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0,56.6646,1.8862,0.1447,0.0051,29.553,1.4505,0.0,0.0,29.3147,1.2248,10.0,0.0,10.0,0.0,0.0,0.0
static10,20,1K,h4,1024,52.0,150,10,127.1609,126.6455,7.2831,138.5844,0.0646,0.0647,0.0037,0.0703,63.9701,63.9335,5.2068,72.4209,0.0,0.0,0.0,0.0,62.8624,63.102,4.3729,69.6014,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0,126.8393,3.8764,0.0646,0.0021,63.987,2.5861,0.0,0.0,63.1903,2.1215,10.0,0.0,10.0,0.0,0.0,0.0
statichigh,20,1K,h2,1024,6.0,150,10,13.5887,13.3845,0.7014,14.4343,0.6042,0.6121,0.0274,0.632,6.9381,6.7685,0.4521,7.7154,0.0,0.0,0.0,0.0,6.5067,6.453,0.2837,6.8124,24.0,24.0,0.0,24.0,24.0,24.0,0.0,24.0,0.0,0,13.4186,0.1554,0.6106,0.0071,6.8095,0.1152,0.0,0.0,6.4489,0.0406,24.0,0.0,24.0,0.0,0.0,0.0
statichigh,20,1K,h3,1024,22.0,150,10,56.0651,56.196,3.0034,60.9424,0.1465,0.1458,0.008,0.1604,29.2433,29.267,2.2869,32.9581,0.0,0.0,0.0,0.0,28.8002,28.9655,1.8552,31.3147,24.0,24.0,0.0,24.0,24.0,24.0,0.0,24.0,0.0,0,56.3946,1.7635,0.1454,0.0048,29.1001,1.0165,0.0,0.0,28.9371,0.9788,24.0,0.0,24.0,0.0,0.0,0.0
statichigh,20,1K,h4,1024,52.0,150,10,127.4126,127.7865,7.1407,138.961,0.0645,0.0641,0.0036,0.0704,64.0308,64.0115,5.3734,72.5269,0.0,0.0,0.0,0.0,62.7844,62.452,4.2735,69.5975,24.0,24.0,0.0,24.0,24.0,24.0,0.0,24.0,0.0,0,127.368,3.7005,0.0644,0.0019,64.2141,2.6533,0.0,0.0,62.9892,2.366,24.0,0.0,24.0,0.0,0.0,0.0
ewma,20,1M,h2,1048576,6.0,150,10,451.4985,451.332,1.0079,452.4194,18.5796,18.5863,0.0409,18.6061,444.8917,444.719,0.9902,445.7628,2.3267,2.0,2.218,6.0,10.2137,10.1215,0.2818,10.8044,32.76,35.0,6.5832,37.0,36.1067,36.0,3.1413,42.0,68.667,0,451.3324,0.1953,18.5863,0.008,444.7076,0.1626,2.0,0.0,10.13,0.0457,35.1,0.9944,36.0,1.0541,68.667,4.5
ewma,20,1M,h3,1048576,22.0,150,10,493.2646,491.331,8.2922,518.5038,17.0108,17.0732,0.272,17.2373,466.2124,465.2335,7.9612,490.3503,0.0,0.0,0.0,0.0,26.6036,26.7385,0.4712,27.0754,82.8,91.0,23.493,102.55,97.5,102.0,11.9629,106.0,0.0,0,491.4866,0.716,17.0679,0.0249,464.9599,0.7055,0.0,0.0,26.7428,0.0554,91.0,0.0,102.1,0.3162,0.0,0.0
ewma,20,1M,h4,1048576,52.0,150,10,613.0481,606.274,26.9587,706.9601,13.7066,13.8363,0.5295,14.0565,549.2554,542.7385,26.6282,642.3155,0.0,0.0,0.0,0.0,55.2539,55.226,0.1349,55.4437,103.3333,110.0,25.0279,110.0,125.0467,124.0,5.2345,127.55,0.0,0,606.1132,2.5732,13.8402,0.0589,542.9511,2.2824,0.0,0.0,55.2312,0.0152,110.0,0.0,124.8,1.0328,0.0,0.0
lossaware,20,1M,h2,1048576,6.0,150,10,451.4472,451.411,0.7739,452.5677,18.5816,18.5831,0.0319,18.6054,444.8044,444.7435,0.7363,445.7478,0.3133,0.0,0.8909,2.0,10.2989,10.1715,0.3967,10.9196,25.3533,27.0,7.0255,34.55,33.72,35.0,4.9509,41.0,13.333,134,451.4228,0.1585,18.5826,0.0065,444.7715,0.1544,0.0,0.0,10.1753,0.0293,26.9,1.4491,34.2,1.6865,13.333,0.0
